RESPNUM;CCGID;RUNID;INTDATE;DAY;GATE;BAREA;STRATA;PEAK;METH;SAQ;AIRLINE;DESTINATION;FLIGHT;AIRLINE_CODE;DEST_CODE;DESTGEO;DESTMARK;ARRTIME;DEPTIME;HOWLONG;Q2PURP1;Q2PURP2;Q2PURP3;Q3GETTO1;Q3GETTO2;Q3GETTO3;Q3PARK;Q4BAGS;Q4STORE;Q4FOOD;Q4WIFI;Q5TIMESFLOWN;Q5FIRSTTIME;Q6LONGUSE;Q7ART;Q7FOOD;Q7STORE;Q7SIGN;Q7WALKWAY;Q7SCREENS;Q7INFODOWN;Q7INFOUP;Q7WIFI;Q7ROADS;Q7PARK;Q7AIRTRAIN;Q7LTPARKING;Q7RENTAL;Q7ALL;Q8-1;Q8-2;Q8-3;Q8-4;Q8-5;Q8-6;Q9Boarding;Q9AirTrain;Q9Rental;Q9Food;Q9Restroom;Q9All;Q9-1;Q9-2;Q9-3;Q10Safe;Q10-1;Q10-2;Q10-3;Q11TSAPRE;Q12PRECHECKRATE;Q12-1;Q12-2;Q12-3;Q13COUNTY;Q13GETRATE;Q14FIND ;Q14PASSTHRU;Q15PROBLEM;Q15A;Q15-1;Q15-2;Q15-3;NETPRO  ;Q17LIVE;Q18CITY;Q18COUNTY;Q18STATE;Q18ZIP;Q18COUNTRY;HOME;Q19Clear;Q20Age;Q21Gender;Q22Income;Q23FLY;Q24SJC;Q24OAK;LANG;WEIGHT
3071;2030;209;20;1;11;A;1;3;1;2;PHILIPPINE AIRLINES;MANILA;105;25;35;8;2;9:00 PM;00:35:00;215;3;;;8;;;;1;1;2;1;1;1;2;4;3;2;5;4;4;6;6;5;4;4;3;3;6;3;206;;;;;;3;3;6;4;4;4;0;;;4;16;;;2;;;;;13;4;5;4;2;;;;;8;2;PLACERVILLE;EL DORADO COUNTY;CA;95667;US;10;2;2;2;2;2;2;2;1;0,6704842
1543;308;35;2;4;99;G;2;3;1;2;AIR CHINA;BEIJING;986;4;7;8;4;12:00 PM;14:50:00;170;3;;;2;;;;1;1;0;0;1;1;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;;;;;;3;3;3;3;3;3;0;;;5;0;;;2;;;;;22;4;4;4;2;;;;;8;3;HOLLISTER;SAN BENITO COUNTY;CA;95023;US;10;0;4;2;3;3;1;0;3;0,6704842
1238;141;49;3;5;7;A;2;3;1;2;CHINA EASTERN;SHANGHAI;590;13;64;8;4;10:10 AM;12:00:00;110;3;;;5;6;;;1;1;2;2;1;1;4;4;3;3;4;4;4;4;4;3;4;3;4;4;3;4;0;;;;;;4;0;0;0;4;4;0;;;5;0;;;2;;;;;2;4;3;2;2;;;;;8;1;BRENTWOOD;CONTRA COSTA COUNTY;CA;94513;US;2;2;5;1;4;2;2;2;3;0,6704842
1731;1966;556;21;2;101;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;7:30 PM;22:30:00;180;3;;;5;;;;2;1;1;1;1;2;1;6;4;3;4;4;4;4;4;5;6;6;6;6;6;4;206;;;;;;4;6;6;4;3;4;0;;;4;0;;;2;;;;;7;4;5;4;2;;;;;8;3;TORONTO;;;;CANADA;13;2;2;1;3;2;2;2;1;0,3461202
1968;1106;105;11;6;7;A;2;3;1;2;CATHAY PACIFIC;HONG KONG;879;12;23;8;4;10:45 AM;13:05:00;140;3;;;5;;;;1;1;1;2;3;1;2;6;3;3;4;4;4;6;6;4;5;6;5;6;3;4;0;;;;;;4;5;4;4;4;4;0;;;4;0;;;2;;;;;1;4;5;5;2;;;;;8;3;;;;;TAIWAN;16;2;2;2;0;1;2;1;1;0,3191648
2274;234;903;2;4;65;E;2;2;1;2;UNITED;LOS ANGELES;750;30;34;1;4;2:30 PM;15:05:00;35;3;;;5;;;;2;2;1;2;3;1;2;4;4;3;5;5;5;4;4;4;4;5;6;6;6;4;210;;;;;;5;6;6;4;4;4;0;;;3;0;;;2;;;;;1;4;5;4;2;;;;;8;1;BERKELEY;ALAMEDA COUNTY;CA;94708;US;1;2;2;2;3;2;2;2;1;1,4869248
2431;882;530;16;4;98;G;3;3;1;2;AIR NEW ZEALAND;AUCKLAND;7;6;3;9;2;6:00 PM;21:40:00;220;3;;;5;;;;1;2;2;1;1;2;1;2;2;3;3;3;3;3;3;4;6;6;6;6;6;4;201;211;;;;;5;4;6;3;3;4;0;;;4;0;;;2;;;;;5;4;5;3;2;;;;;8;3;AUCKLAND;;;;NEW ZEALAND;19;2;4;1;1;2;2;2;1;0,6704842
2541;1024;155;15;3;12;A;1;2;1;2;JETBLUE;LONG BEACH;735;22;33;1;1;4:00 AM;06:00:00;120;3;;;5;;;;2;2;2;1;1;1;2;6;3;3;4;4;4;4;4;4;4;4;4;6;6;4;0;;;;;;4;4;6;4;4;4;0;;;5;0;;;2;;;;;2;4;4;4;2;;;;;8;3;QUEZON CITY;;;;PHILIPPINES;19;2;5;2;4;1;2;2;1;0,6704842
1138;1450;521;15;3;28;B;3;2;1;2;SOUTHWEST;LOS ANGELES;5814;28;34;1;4;3:30 PM;18:10:00;160;3;;;2;;;;2;2;2;2;1;2;0;5;4;4;5;6;4;6;6;6;5;6;6;6;6;5;0;;;;;;5;6;6;6;5;5;0;;;4;0;;;2;;;;;5;4;5;5;2;;;;;8;3;ALBUQUERQUE;BERNALILLO COUNTY;NM;87121;US;10;2;5;1;2;2;2;2;1;0,9942748
2234;210;38;3;5;28;B;1;2;1;2;SOUTHWEST;SANTA ANA;1566;28;60;1;2;6:30 AM;07:30:00;60;3;;;8;;;;2;2;1;2;2;1;3;3;3;3;4;4;4;4;4;6;4;6;6;6;6;4;0;;;;;;5;6;6;5;5;5;0;;;5;0;;;2;;;;;0;4;5;5;2;;;;;8;3;DENVER;DENVER COUNTY;CO;80238;US;10;2;4;2;3;2;1;1;1;0,9942748
1503;366;27;2;4;9;A;1;1;1;2;HAWAIIAN AIR;HONOLULU;11;20;24;1;2;6:45 AM;09:00:00;135;3;;;1;;;0;1;1;2;2;1;2;1;3;3;3;4;2;2;2;2;2;4;3;6;6;6;3;0;;;;;;5;6;6;6;6;6;0;;;3;0;;;2;;;;;7;4;3;1;2;;;;;8;1;SUNNYVALE;SANTA CLARA COUNTY;CA;94086;US;7;2;2;2;3;2;1;2;1;0,6704842
2742;770;535;16;4;4;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;6:00 PM;20:30:00;150;3;;;2;;;;1;1;2;1;1;2;4;2;3;3;4;5;3;3;3;3;5;5;6;4;6;4;25;;;;;;5;6;6;3;1;4;0;;;5;4;;;3;;;;;5;4;4;3;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94105;US;5;0;2;1;2;1;2;2;1;0,2863575
2235;124;50;3;5;3;A;2;3;1;2;CATHAY PACIFIC;HONG KONG;879;12;23;8;4;9:30 AM;13:05:00;215;3;;;5;;;;1;1;0;2;2;1;1;3;3;3;0;4;4;4;4;4;3;3;4;4;4;4;0;;;;;;4;4;4;4;4;4;1;;;4;0;;;3;;;;;1;4;3;4;2;;;;;8;3;;;;;CHINA;16;2;6;1;3;3;1;0;3;0,3191648
1157;1457;521;15;3;28;B;3;2;1;2;SOUTHWEST;LOS ANGELES;5814;28;34;1;4;3:00 PM;18:10:00;190;3;;;6;;;;1;1;2;2;3;1;1;6;6;4;5;5;5;6;6;2;6;6;5;6;6;4;11;;;;;;5;5;6;6;4;5;0;;;5;0;;;3;;;;;5;4;5;5;2;;;;;8;3;BANGKOK;;;;THAILAND;16;2;3;1;1;3;2;1;1;0,9942748
2210;823;526;16;4;97;G;3;3;1;2;AER LINGUS;DUBLIN;146;1;18;6;3;2:30 PM;17:30:00;180;3;;;5;;;;1;1;2;2;4;1;4;3;3;3;4;4;3;2;2;2;3;3;6;6;6;3;203;;;;;;4;6;6;4;3;4;0;;;4;5;;;0;;;;;1;5;5;3;2;;;;;8;1;PLEASANTON;ALAMEDA COUNTY;CA;94588;US;1;2;5;2;4;2;1;1;1;0,6704842
1359;98;80;8;3;96;G;2;3;1;2;UNITED INTL;KANSAI;35;31;29;8;4;7:00 AM;11:05:00;245;3;;;3;;;;0;0;1;1;1;2;1;4;4;4;5;5;5;5;5;5;0;0;0;0;0;4;0;;;;;;5;0;0;5;4;4;0;;;5;0;;;0;;;;;11;5;5;0;2;;;;;8;3;MONTEREY PARK;LOS ANGELES COUNTY;CA;91754;US;10;0;6;2;2;2;2;2;1;1,4869248
1334;57;82;8;3;93;G;2;3;1;2;UNITED INTL;SHANGHAI;857;31;64;8;4;1:00 AM;13:20:00;740;3;;;10;;;;2;2;2;1;1;1;0;4;4;4;5;5;5;5;5;5;0;0;0;0;0;BLANK;0;;;;;;5;5;5;4;4;5;0;;;4;0;;;0;;;;;0;5;5;5;2;;;;;8;3;;;;;;99;2;2;2;0;3;0;0;3;1,4869248
1900;613;622;29;3;80;F;1;1;1;2;UNITED;BOSTON;768;30;8;2;3;5:45 AM;08:25:00;160;3;;;1;;;4;1;1;1;2;5;1;2;5;4;4;4;4;4;6;6;6;3;3;3;6;6;4;3;201;;;;;4;4;6;4;4;4;0;;;5;1;;;1;5;1;;;1;5;5;5;2;;;;;8;1;ALAMEDA;ALAMEDA COUNTY;CA;94501;US;1;2;5;2;4;2;2;1;1;1,4869248
2175;746;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;4:00 PM;17:33:00;93;3;;;7;;;;2;2;2;1;5;1;4;4;4;3;4;3;2;4;6;4;5;2;5;3;5;4;992;43;8;;;;5;5;5;4;5;5;1;;;4;15;5;;1;5;1;20;2;18;5;4;5;2;;;;;8;3;BOULDER;BOULDER COUNTY;CO;80302;US;10;2;6;2;4;2;2;2;1;0,2080380
1038;1346;541;18;6;98;G;3;3;1;2;AIR CANADA;VANCOUVER;571;3;71;4;2;6:00 PM;20:05:00;125;3;;;5;;;;2;2;1;2;3;1;3;3;3;3;4;4;4;6;6;1;4;3;3;6;2;3;11;102;16;35;;;4;4;4;4;4;4;0;;;4;0;;;1;5;2;;;6;5;4;5;2;;;;;8;1;REDWOOD CITY;SAN MATEO COUNTY;CA;94061;US;6;2;3;2;4;2;1;2;1;0,3461202
2566;1136;121;12;7;1;A;2;2;1;2;JETBLUE;LONG BEACH;2135;22;33;1;1;1:20 PM;15:03:00;103;3;;;2;;;;1;2;2;2;2;2;1;6;6;6;4;5;5;6;5;6;4;6;6;6;6;4;0;;;;;;5;6;6;6;6;5;0;;;5;0;;;1;3;4;;;6;5;3;3;2;;;;;8;3;AUSTIN;TRAVIS COUNTY;TX;73344;US;11;2;6;2;1;2;2;2;1;0,6704842
2984;2201;614;23;4;58;D;3;2;1;2;AMERICAN;CHARLOTTE;1799;8;11;2;4;6:30 PM;22:15:00;225;3;;;6;;;;0;0;1;1;3;2;2;5;4;6;4;4;4;6;6;5;0;0;0;0;0;4;0;;;;;;5;0;5;5;5;5;0;;;5;0;;;1;4;15;;;1;5;5;5;2;;;;;8;1;;;;;US;90;2;3;1;4;2;0;1;1;1,0611394
2092;1042;110;11;6;10;A;3;2;1;2;JETBLUE;LONG BEACH;1635;22;33;1;1;4:35 PM;17:49:00;74;3;;;5;;;;2;2;1;2;3;1;1;5;4;3;3;4;4;6;6;6;4;6;4;6;6;4;102;;;;;;5;4;6;4;4;4;0;;;5;3;1;;1;5;21;;;5;5;4;5;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94118;US;5;2;3;2;2;2;2;1;1;0,6704842
2578;1140;121;12;7;1;A;2;2;1;2;JETBLUE;LONG BEACH;2135;22;33;1;1;2:00 PM;15:03:00;63;3;;;5;;;;2;2;2;1;4;1;2;4;4;3;3;4;4;4;4;3;4;6;4;6;6;4;31;14;;;;;5;4;6;5;4;5;0;;;5;4;;;1;5;21;;;5;5;5;5;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94118;US;5;2;3;1;3;2;2;1;1;0,6704842
3137;1767;549;20;1;51;D;3;2;1;2;ALASKA;NEWARK;1182;7;43;2;4;8:05 PM;21:35:00;90;3;;;5;;;;2;2;2;2;2;1;2;4;4;4;4;4;4;6;6;3;6;6;6;6;6;4;36;3;;;;;4;3;6;4;4;4;0;;;4;11;;;1;4;21;;;5;5;4;5;2;;;;;8;3;NEW YORK;NEW YORK COUNTY;NY;10019;US;12;2;3;1;4;2;2;2;1;1,1063322
1476;1497;519;15;3;51;D;3;2;1;2;ALASKA;NEW YORK-JFK;1034;7;42;2;4;9:10 PM;23:10:00;120;3;;;3;;;;2;1;2;2;2;1;1;5;4;3;4;5;4;5;5;5;4;2;2;0;3;5;0;;;;;;5;5;0;0;4;5;0;;;4;6;;;1;4;0;;;11;5;4;4;2;;;;;8;3;PHILADELPHIA;PHILADELPHIA COUNTY;PA;19138;US;12;2;2;2;1;3;2;2;1;1,1063322
2647;1160;118;12;7;11;A;2;1;1;2;JETBLUE;BOSTON;334;22;8;2;3;9:30 AM;11:42:00;132;3;;;2;;;;1;1;1;2;1;1;4;3;3;3;3;3;3;3;3;3;3;6;6;6;3;3;0;;;;;;4;6;6;4;4;4;0;;;3;12;;;1;5;0;;;1;5;5;5;2;;;;;8;3;WALPOLE;NORFOLK COUNTY;MA;2081;US;12;2;6;2;4;2;2;2;1;0,6704842
289;2716;90;9;4;28;B;2;1;1;2;SOUTHWEST;LOS ANGELES;1731;28;34;1;4;10:20 AM;12:10:00;110;3;;;2;;;;1;2;1;1;1;1;1;3;3;3;3;4;4;4;4;5;6;6;6;6;6;4;0;;;;;;5;6;6;5;5;0;0;;;5;0;;;1;5;0;;;6;5;5;5;2;;;;;8;3;EL PASO;EL PASO COUNTY;TX;79936;US;11;2;7;1;2;2;2;2;1;0,9942748
1126;1297;92;10;5;42;C;1;2;1;2;DELTA;MINNEAPOLIS-ST. PAUL;1581;16;38;3;4;6:00 AM;07:45:00;105;3;;;5;;;;2;2;1;2;2;1;4;5;2;3;2;3;4;6;6;2;2;2;3;2;6;4;0;;;;;;2;6;6;2;3;3;0;;;5;0;;;1;5;0;;;1;5;3;3;2;;;;;8;1;OAKLAND;ALAMEDA COUNTY;CA;94610;US;1;2;7;1;4;2;1;1;1;1,1789461
784;2220;612;23;4;45;D;3;2;1;2;AMERICAN;LOS ANGELES;6027;8;34;1;4;6:00 PM;20:40:00;160;3;;;2;;;;0;1;0;0;4;1;4;0;4;4;4;0;0;0;0;0;0;0;0;0;0;4;0;;;;;;4;0;4;0;4;4;0;;;3;0;;;1;4;0;;;6;5;4;4;2;;;;;8;1;SAN BRUNO;SAN MATEO COUNTY;CA;94066;US;6;2;6;2;3;3;2;2;1;1,0611394
1106;1289;92;10;5;42;C;1;2;1;2;DELTA;MINNEAPOLIS-ST. PAUL;1581;16;38;3;4;5:40 AM;07:45:00;125;3;;;5;;;;1;1;1;1;3;1;4;6;3;3;4;4;4;6;6;4;4;4;4;3;6;4;0;;;;;;4;4;4;4;4;4;0;;;5;0;;;1;5;0;;;5;5;5;5;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94107;US;5;2;6;2;4;2;2;1;1;1,1789461
2631;1006;156;15;3;11;A;1;2;1;2;JETBLUE;NEW YORK-JFK;16;22;42;2;4;5:20 AM;07:00:00;100;3;;;5;;;;2;2;1;2;2;1;2;3;2;6;6;6;6;6;6;4;4;0;0;0;0;4;0;;;;;;5;0;0;0;4;4;0;;;4;0;;;1;4;0;;;5;5;5;4;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94125;US;5;2;3;1;3;2;2;2;1;0,6704842
3036;470;12;1;3;56;D;2;2;1;2;AMERICAN;DALLAS-FT. WORTH;2207;8;13;3;4;11:00 AM;13:50:00;170;3;;;2;;;;2;2;2;1;1;2;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;BLANK;0;;;;;;5;6;6;4;4;4;0;;;3;0;;;1;6;0;;;11;5;5;5;2;;;;;8;2;FOLSOM;SACRAMENTO COUNTY;CA;95630;US;10;2;5;2;3;2;2;0;1;1,0611394
1502;365;27;2;4;9;A;1;1;1;2;HAWAIIAN AIR;HONOLULU;11;20;24;1;2;6:30 AM;09:00:00;150;3;;;5;;;;2;2;1;2;1;1;4;3;2;6;4;5;4;6;4;4;4;6;3;6;6;4;0;;;;;;5;4;6;4;2;3;0;;;4;2;;;2;;;;;7;5;5;3;2;;;;;8;1;MILPITAS;SANTA CLARA COUNTY;CA;95035;US;7;2;4;2;4;2;1;1;1;0,6704842
1854;2697;87;9;4;28;B;1;1;1;2;SOUTHWEST;SAN DIEGO;483;28;57;1;2;7:30 AM;09:05:00;95;3;;;6;;;;2;2;2;1;3;1;2;6;6;6;4;5;5;6;6;5;6;6;2;6;3;4;23;;;;;;5;5;5;6;4;5;0;;;4;16;;;2;;;;;6;5;5;5;2;;;;;8;1;SAN MATEO;SAN MATEO COUNTY;CA;94404;US;6;2;2;1;1;2;2;2;1;0,9942748
201;2254;610;23;4;45;D;3;2;1;2;AMERICAN;LOS ANGELES;6026;8;34;1;4;5:30 PM;19:10:00;100;3;;;2;;;;0;0;1;0;2;1;4;6;4;4;4;4;4;6;6;4;3;4;6;6;6;4;0;;;;;;4;4;6;3;4;3;0;;;3;0;;;2;;;;;6;5;5;4;2;;;;;8;1;SOUTH SAN FRANCISCO;SAN MATEO COUNTY;CA;94080;US;6;2;3;2;2;2;2;1;1;1,0611394
907;1376;544;18;6;92;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;9:30 AM;22:30:00;780;3;;;4;;;;1;2;2;1;3;1;1;3;3;3;4;3;4;4;4;5;4;4;5;5;5;4;0;;;;;;5;5;4;4;4;4;0;;;5;0;;;2;;;;;6;5;5;4;2;;;;;8;1;SAN MATEO;SAN MATEO COUNTY;CA;94403;US;6;2;4;1;4;2;2;2;1;0,3461202
2952;2182;86;9;4;23;B;1;1;1;2;SOUTHWEST;LOS ANGELES;1237;28;34;1;4;N;08:05:00;N;3;;;2;;;;2;2;1;1;3;0;1;3;4;4;4;3;4;4;4;4;4;4;4;6;4;4;0;;;;;;5;6;4;4;4;4;0;;;4;0;;;2;;;;;6;5;5;5;2;;;;;8;1;SAN MATEO;SAN MATEO COUNTY;CA;94404;US;6;0;6;2;2;2;2;2;1;0,9942748
3166;2047;167;17;5;57;D;1;2;1;2;AMERICAN;DALLAS-FT. WORTH;1454;8;13;3;4;4:30 AM;06:00:00;90;3;;;2;;;;1;2;2;2;3;1;2;3;3;4;4;4;4;6;6;6;3;2;6;6;6;3;0;;;;;;4;6;6;4;4;4;0;;;4;0;;;2;;;;;6;5;5;5;2;;;;;8;1;SAN MATEO;SAN MATEO COUNTY;CA;94401;US;6;2;3;2;0;2;1;2;1;1,0611394
443;2659;74;6;1;64;E;2;1;1;2;UNITED;INDIANAPOLIS;317;30;26;3;2;10:00 AM;11:53:00;113;3;;;5;;;;2;2;2;1;1;1;2;3;3;3;2;3;4;3;3;4;3;3;3;3;3;4;0;;;;;;5;6;6;6;4;5;0;;;4;0;;;2;;;;;5;5;5;5;2;;;;;8;3;;;;;;99;2;2;1;2;3;2;2;1;1,4869248
527;2483;178;17;5;3;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;2:00 PM;16:45:00;165;3;;;5;;;;1;2;2;1;2;1;2;6;2;6;4;4;6;6;6;3;6;6;6;6;6;3;103;14;;;;;5;6;6;5;5;5;0;;;5;0;;;2;;;;;1;5;5;5;2;;;;;8;1;BERKELEY;ALAMEDA COUNTY;CA;94704;US;1;2;2;1;2;2;2;2;1;0,6704842
2559;1124;122;12;7;2;A;2;2;1;2;JETBLUE;BOSTON;134;22;8;2;3;2:00 PM;16:15:00;135;3;;;5;;;;0;0;1;1;2;1;2;6;5;5;5;5;5;6;6;4;4;6;6;6;6;5;14;;;;;;5;5;5;5;5;5;0;;;5;0;;;2;;;;;7;5;5;5;2;;;;;8;3;BROOKLINE;NORFOLK COUNTY;MA;2446;US;12;2;2;1;2;2;2;2;3;0,6704842
2599;1147;120;12;7;2;A;2;3;1;2;AEROMEXICO;MEXICO CITY;669;2;36;4;4;11:25 AM;13:35:00;130;3;;;6;;;;1;1;2;2;1;1;4;5;0;5;4;5;4;5;0;4;4;0;0;0;0;4;9;61;;;;;0;0;0;0;0;0;0;;;5;3;;;3;;;;;2;5;5;5;2;;;;;8;1;CONCORD;CONTRA COSTA COUNTY;CA;94521;US;2;0;7;1;1;3;1;1;1;0,6704842
3190;2036;210;20;1;6;A;1;3;1;2;CATHAY PACIFIC;HONG KONG;873;12;23;8;4;2:20 PM;00:30:00;610;3;;;3;;;;1;1;1;2;1;2;1;4;4;4;5;5;4;4;4;6;6;6;6;6;6;4;11;;;;;;4;6;6;4;5;4;7;;;4;4;;;3;;;;;11;5;4;4;2;;;;;8;3;RENO;WASHOE COUNTY;NV;89509;US;10;2;6;2;2;2;2;0;1;0,3191648
1904;614;622;29;3;80;F;1;1;1;2;UNITED;BOSTON;768;30;8;2;3;6:30 AM;08:25:00;115;3;;;6;;;;0;1;1;0;1;2;1;4;3;3;4;4;4;6;6;6;6;6;4;6;6;4;3;101;153;;;;4;4;6;4;5;4;0;;;3;11;;;3;;;;;1;5;5;5;2;;;;;8;3;CHELMSFORD;MIDDLESEX COUNTY;MA;1824;US;12;2;3;2;1;2;2;2;1;1,4869248
1128;1298;92;10;5;42;C;1;2;1;2;DELTA;MINNEAPOLIS-ST. PAUL;1581;16;38;3;4;5:00 AM;07:45:00;165;3;;;1;;;3;0;1;1;0;2;1;4;3;3;3;4;4;4;6;6;6;4;5;4;5;6;4;0;;;;;;5;4;6;5;5;5;0;;;4;0;;;3;;;;;1;5;4;4;2;;;;;8;1;LIVERMORE;ALAMEDA COUNTY;CA;94550;US;1;2;7;2;3;2;2;2;1;1,1789461
2153;730;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;3:00 PM;17:33:00;153;3;;;2;;;;1;1;2;1;1;2;1;3;1;1;0;3;5;3;3;5;5;3;3;3;3;3;0;;;;;;5;5;5;5;5;5;0;;;3;0;;;3;;;;;7;5;5;5;2;;;;;8;1;SAN JOSE;SANTA CLARA COUNTY;CA;95110;US;7;2;2;1;4;2;2;2;1;0,2080380
1997;602;623;29;3;64;E;1;1;1;2;UNITED;BALTIMORE;2063;30;6;2;2;7:30 AM;09:35:00;125;3;;;3;;;;2;1;2;2;1;1;1;4;4;4;5;5;4;5;5;6;6;6;6;6;6;4;104;;;;;;5;6;6;4;4;4;0;;;5;22;;;2;;;;;11;6;5;0;2;;;;;8;3;ROSEDALE;BALTIMORE COUNTY;MD;21237;US;12;2;2;1;1;2;2;2;1;1,4869248
1777;2761;66;5;7;88;F;1;1;1;2;UNITED;RALEIGH-DURHAM;1445;30;53;2;2;6:15 AM;09:30:00;195;3;;;3;;;;1;2;2;1;1;1;1;4;4;4;4;4;4;4;4;5;6;6;6;6;6;4;0;;;;;;4;6;6;4;5;4;0;;;4;0;;;2;;;;;11;6;5;4;2;;;;;8;3;CHAPEL HILL;ORANGE COUNTY;NC;27514;US;12;2;3;2;2;2;2;2;1;1,4869248
2159;1810;195;19;7;4;A;2;3;1;2;CHINA EASTERN;QINGDAO;768;13;52;8;3;11:00 AM;13:40:00;160;4;;;5;;;;1;2;1;2;1;1;2;5;4;2;5;5;5;6;6;6;6;6;5;5;6;5;0;;;;;;5;5;6;5;4;5;0;;;5;0;;;2;;;;;35;0;5;5;2;;;;;8;3;PITTSBURGH;ALLEGHENY COUNTY;PA;15213;US;12;2;2;2;0;3;2;2;3;0,6704842
2063;2080;172;17;5;45;D;1;1;1;2;AMERICAN;PHILADELPHIA;841;8;48;2;3;9:00 AM;10:57:00;117;4;;;1;;;4;1;2;1;1;4;1;4;4;4;4;5;4;5;4;4;4;3;6;6;4;6;4;201;;;;;;4;6;6;4;3;4;0;;;4;16;;;2;;;;;7;2;5;3;2;;;;;8;1;SAN JOSE;SANTA CLARA COUNTY;CA;95121;US;7;2;6;1;4;2;1;2;1;1,0611394
999;1368;542;18;6;99;G;3;3;1;2;LUFTHANSA;MUNICH;459;24;39;6;4;4:00 PM;20:55:00;295;4;;;3;;;;0;1;0;1;1;1;3;4;4;4;5;5;5;5;5;4;6;6;4;6;6;4;0;;;;;;4;4;6;4;4;4;0;;;5;16;;;2;;;;;11;2;5;4;2;;;;;8;3;CEDAR CITY;IRON COUNTY;UT;84720;US;10;2;5;0;3;2;2;2;1;0,3607733
3168;2048;167;17;5;57;D;1;2;1;2;AMERICAN;DALLAS-FT. WORTH;1454;8;13;3;4;4:10 AM;06:00:00;110;4;;;2;;;;1;1;2;2;1;2;1;4;5;5;5;5;5;4;4;6;6;6;6;6;6;5;0;;;;;;5;6;6;5;6;5;0;;;4;0;;;3;;;;;5;4;6;3;2;;;;;8;3;;;;;;99;2;2;1;0;2;2;2;1;1,0611394
587;2380;647;31;5;50;D;1;1;1;2;ALASKA;WASHINGTON,DC-DULLES;1084;7;72;2;2;7:30 AM;09:25:00;115;4;;;9;;;;1;2;1;1;5;1;2;4;2;3;4;4;4;3;3;4;3;6;3;6;5;BLANK;104;106;23;20;5;;3;3;3;1;3;3;0;;;3;6;;;1;5;0;;;5;5;5;5;2;;;;;8;3;VIENNA;FAIRFAX COUNTY;VA;22180;US;12;2;5;2;0;1;2;2;1;1,1063322
1396;33;85;8;3;96;G;2;3;1;2;UNITED INTL;SHANGHAI;891;31;64;8;4;11:30 AM;16:25:00;295;4;;;3;;;;2;1;1;1;1;2;3;4;2;4;5;5;5;6;6;5;6;6;6;6;6;3;102;35;;;;;5;6;6;3;4;4;0;;;5;0;;;4;;;;;11;6;5;6;2;;;;;8;3;;;;;CHINA;16;2;3;2;2;2;2;2;1;1,4869248
1737;1972;556;21;2;101;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;3:30 PM;22:30:00;420;5;;;3;;;;2;2;1;1;1;2;1;5;5;4;5;5;5;6;3;5;5;6;6;6;5;5;0;;;;;;5;6;4;4;4;4;0;;;4;4;;;2;;;;;11;0;5;6;2;;;;;8;3;ST. CATHERINES;;;;CANADA;13;2;6;1;3;2;2;2;1;0,3461202
2439;887;530;16;4;98;G;3;3;1;2;AIR NEW ZEALAND;AUCKLAND;7;6;3;9;2;5:30 PM;21:40:00;250;5;;;5;;;;1;0;0;0;1;2;0;3;3;5;4;4;3;3;3;3;6;6;6;6;6;3;202;22;;;;;3;6;6;3;1;1;0;;;3;0;;;2;;;;;5;0;4;3;2;;;;;8;3;;;;;NEW ZEALAND;19;2;4;2;1;2;2;2;1;0,6704842
602;2385;647;31;5;50;D;1;1;1;2;ALASKA;WASHINGTON,DC-DULLES;1084;7;72;2;2;7:00 AM;09:25:00;145;5;;;5;;;;1;1;2;2;6;1;3;5;3;2;4;2;3;3;3;1;3;4;3;6;6;4;206;;;;;;4;3;4;4;4;4;0;;;4;0;;;2;;;;;1;0;4;1;2;;;;;8;1;ALBANY;ALAMEDA COUNTY;CA;94706;US;1;2;4;1;3;3;2;1;1;1,1063322
2571;1138;121;12;7;1;A;2;2;1;2;JETBLUE;LONG BEACH;2135;22;33;1;1;1:30 PM;15:03:00;93;5;;;5;;;;1;1;2;1;3;1;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;4;0;;;;;;4;6;6;4;4;4;0;;;4;0;;;0;;;;;5;3;4;3;2;;;;;8;3;NEWPORT BEACH;ORANGE COUNTY;CA;92660;US;10;2;4;2;4;2;2;2;1;0,6704842
